parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
13210820,"Fresh corn custard, Puerto Rican style",2005,"Spices, caraway seed",1.117
13210820,"Fresh corn custard, Puerto Rican style",2047,"Salt, table",7.5
13210820,"Fresh corn custard, Puerto Rican style",11167,"Corn, sweet, yellow, raw",217.5
13210820,"Fresh corn custard, Puerto Rican style",12117,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",480
13210820,"Fresh corn custard, Puerto Rican style",19335,"Sugars, granulated",150
72107201,"Collards, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
72107201,"Collards, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
72107201,"Collards, cooked, from fresh, NS as to fat added in cooking",11162,"Collards, cooked, boiled, drained, without salt",190
72107229,"Collards, cooked, from fresh, made with margarine",2047,"Salt, table",1
72107229,"Collards, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
72107229,"Collards, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
72107229,"Collards, cooked, from fresh, made with margarine",11162,"Collards, cooked, boiled, drained, without salt",190
72110201,"Cress, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1.002
72110201,"Cress, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
72110201,"Cress, cooked, from fresh, NS as to fat added in cooking",11204,"Cress, garden, cooked, boiled, drained, without salt",135
72110211,"Cress, cooked, from fresh, fat not added in cooking",2047,"Salt, table",1
72110211,"Cress, cooked, from fresh, fat not added in cooking",11204,"Cress, garden, cooked, boiled, drained, without salt",135
72110233,"Cress, cooked, from fresh, made with oil",2047,"Salt, table",1
72110233,"Cress, cooked, from fresh, made with oil",4322,"Vegetable oil, averaged",4.542
72110233,"Cress, cooked, from fresh, made with oil",11204,"Cress, garden, cooked, boiled, drained, without salt",135
72110234,"Cress, cooked, from fresh, made with butter",1001,"Butter, salted",4.729
72110234,"Cress, cooked, from fresh, made with butter",2047,"Salt, table",1
72110234,"Cress, cooked, from fresh, made with butter",11204,"Cress, garden, cooked, boiled, drained, without salt",135
72110235,"Cress, cooked, from fresh, made with margarine",2047,"Salt, table",1
72110235,"Cress, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
72110235,"Cress, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
72110235,"Cress, cooked, from fresh, made with margarine",11204,"Cress, garden, cooked, boiled, drained, without salt",135
72118201,"Greens, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
72118201,"Greens, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
72118201,"Greens, cooked, from fresh, NS as to fat added in cooking",11162,"Collards, cooked, boiled, drained, without salt",63.27
72118201,"Greens, cooked, from fresh, NS as to fat added in cooking",11234,"Kale, cooked, boiled, drained, without salt",43.29
72118201,"Greens, cooked, from fresh, NS as to fat added in cooking",11569,"Turnip greens, cooked, boiled, drained, without salt",47.952
72118227,"Greens, cooked, from fresh, made with oil",2047,"Salt, table",1
72118227,"Greens, cooked, from fresh, made with oil",4322,"Vegetable oil, averaged",4.542
72118227,"Greens, cooked, from fresh, made with oil",11162,"Collards, cooked, boiled, drained, without salt",63.327
72118227,"Greens, cooked, from fresh, made with oil",11234,"Kale, cooked, boiled, drained, without salt",43.329
72118227,"Greens, cooked, from fresh, made with oil",11569,"Turnip greens, cooked, boiled, drained, without salt",47.995
72118228,"Greens, cooked, from fresh, made with butter",1001,"Butter, salted",4.729
72118228,"Greens, cooked, from fresh, made with butter",2047,"Salt, table",1
72118228,"Greens, cooked, from fresh, made with butter",11162,"Collards, cooked, boiled, drained, without salt",63.327
72118228,"Greens, cooked, from fresh, made with butter",11234,"Kale, cooked, boiled, drained, without salt",43.329
72118228,"Greens, cooked, from fresh, made with butter",11569,"Turnip greens, cooked, boiled, drained, without salt",47.995
72118229,"Greens, cooked, from fresh, made with margarine",2047,"Salt, table",1
72118229,"Greens, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
72118229,"Greens, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
72118229,"Greens, cooked, from fresh, made with margarine",11162,"Collards, cooked, boiled, drained, without salt",63.327
72118229,"Greens, cooked, from fresh, made with margarine",11234,"Kale, cooked, boiled, drained, without salt",43.329
72118229,"Greens, cooked, from fresh, made with margarine",11569,"Turnip greens, cooked, boiled, drained, without salt",47.995
72119201,"Kale, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
72119201,"Kale, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
72119201,"Kale, cooked, from fresh, NS as to fat added in cooking",11234,"Kale, cooked, boiled, drained, without salt",130
72119227,"Kale, cooked, from fresh, made with oil",2047,"Salt, table",1
72119227,"Kale, cooked, from fresh, made with oil",4322,"Vegetable oil, averaged",4.542
72119227,"Kale, cooked, from fresh, made with oil",11234,"Kale, cooked, boiled, drained, without salt",130
72119228,"Kale, cooked, from fresh, made with butter",1001,"Butter, salted",4.729
72119228,"Kale, cooked, from fresh, made with butter",2047,"Salt, table",1
72119228,"Kale, cooked, from fresh, made with butter",11234,"Kale, cooked, boiled, drained, without salt",130
72119229,"Kale, cooked, from fresh, made with margarine",2047,"Salt, table",1
72119229,"Kale, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
72119229,"Kale, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
72119229,"Kale, cooked, from fresh, made with margarine",11234,"Kale, cooked, boiled, drained, without salt",130
72122201,"Mustard greens, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
72122201,"Mustard greens, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
72122201,"Mustard greens, cooked, from fresh, NS as to fat added in cooking",11271,"Mustard greens, cooked, boiled, drained, without salt",140
72122227,"Mustard greens, cooked, from fresh, made with oil",2047,"Salt, table",1
72122227,"Mustard greens, cooked, from fresh, made with oil",4322,"Vegetable oil, averaged",4.542
72122227,"Mustard greens, cooked, from fresh, made with oil",11271,"Mustard greens, cooked, boiled, drained, without salt",140
72122228,"Mustard greens, cooked, from fresh, made with butter",1001,"Butter, salted",4.729
72122228,"Mustard greens, cooked, from fresh, made with butter",2047,"Salt, table",1
72122228,"Mustard greens, cooked, from fresh, made with butter",11271,"Mustard greens, cooked, boiled, drained, without salt",140
72122229,"Mustard greens, cooked, from fresh, made with margarine",2047,"Salt, table",1
72122229,"Mustard greens, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
72122229,"Mustard greens, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
72122229,"Mustard greens, cooked, from fresh, made with margarine",11271,"Mustard greens, cooked, boiled, drained, without salt",140
72125201,"Spinach, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
72125201,"Spinach, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
72125201,"Spinach, cooked, from fresh, NS as to fat added in cooking",11458,"Spinach, cooked, boiled, drained, without salt",180
72125219,"Spinach, cooked, from fresh, made with margarine",2047,"Salt, table",1
72125219,"Spinach, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
72125219,"Spinach, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
72125219,"Spinach, cooked, from fresh, made with margarine",11458,"Spinach, cooked, boiled, drained, without salt",180
72125231,"Spinach, from fresh, creamed",2047,"Salt, table",0.4
72125231,"Spinach, from fresh, creamed",6166,"Sauce, homemade, white, medium",125
72125231,"Spinach, from fresh, creamed",11458,"Spinach, cooked, boiled, drained, without salt",180
72125251,"Spinach, cooked, from fresh, with cheese sauce",1164,"Cheese sauce, prepared from recipe",80.992
72125251,"Spinach, cooked, from fresh, with cheese sauce",2047,"Salt, table",0.4
72125251,"Spinach, cooked, from fresh, with cheese sauce",11458,"Spinach, cooked, boiled, drained, without salt",180
72128201,"Turnip greens, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
72128201,"Turnip greens, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
72128201,"Turnip greens, cooked, from fresh, NS as to fat added in cooking",11569,"Turnip greens, cooked, boiled, drained, without salt",144
72128227,"Turnip greens, cooked, from fresh, made with oil",2047,"Salt, table",1
72128227,"Turnip greens, cooked, from fresh, made with oil",4322,"Vegetable oil, averaged",4.542
72128227,"Turnip greens, cooked, from fresh, made with oil",11569,"Turnip greens, cooked, boiled, drained, without salt",144
72128228,"Turnip greens, cooked, from fresh, made with butter",1001,"Butter, salted",4.729
72128228,"Turnip greens, cooked, from fresh, made with butter",2047,"Salt, table",1
72128228,"Turnip greens, cooked, from fresh, made with butter",11569,"Turnip greens, cooked, boiled, drained, without salt",144
72128229,"Turnip greens, cooked, from fresh, made with margarine",2047,"Salt, table",1
72128229,"Turnip greens, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
72128229,"Turnip greens, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
72128229,"Turnip greens, cooked, from fresh, made with margarine",11569,"Turnip greens, cooked, boiled, drained, without salt",144
72128401,"Turnip greens with roots, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
72128401,"Turnip greens with roots, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
72128401,"Turnip greens with roots, cooked, from fresh, NS as to fat added in cooking",11565,"Turnips, cooked, boiled, drained, without salt",78
72128401,"Turnip greens with roots, cooked, from fresh, NS as to fat added in cooking",11569,"Turnip greens, cooked, boiled, drained, without salt",72
72128411,"Turnip greens with roots, cooked, from fresh, fat not added in cooking",2047,"Salt, table",1
72128411,"Turnip greens with roots, cooked, from fresh, fat not added in cooking",11565,"Turnips, cooked, boiled, drained, without salt",78
72128411,"Turnip greens with roots, cooked, from fresh, fat not added in cooking",11569,"Turnip greens, cooked, boiled, drained, without salt",72
72128421,"Turnip greens with roots, cooked, from fresh, fat added in cooking",2047,"Salt, table",1
72128421,"Turnip greens with roots, cooked, from fresh, fat added in cooking",4323,"Table fat, averaged",4.729
72128421,"Turnip greens with roots, cooked, from fresh, fat added in cooking",11565,"Turnips, cooked, boiled, drained, without salt",78
72128421,"Turnip greens with roots, cooked, from fresh, fat added in cooking",11569,"Turnip greens, cooked, boiled, drained, without salt",72
72201201,"Broccoli, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
72201201,"Broccoli, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
72201201,"Broccoli, cooked, from fresh, NS as to fat added in cooking",11091,"Broccoli, cooked, boiled, drained, without salt",156
72201225,"Broccoli, cooked, from fresh, made with margarine",2047,"Salt, table",1
72201225,"Broccoli, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
72201225,"Broccoli, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
72201225,"Broccoli, cooked, from fresh, made with margarine",11091,"Broccoli, cooked, boiled, drained, without salt",156
72201231,"Broccoli, cooked, from fresh, with cheese sauce",1164,"Cheese sauce, prepared from recipe",80.992
72201231,"Broccoli, cooked, from fresh, with cheese sauce",2047,"Salt, table",0.4
72201231,"Broccoli, cooked, from fresh, with cheese sauce",11091,"Broccoli, cooked, boiled, drained, without salt",156
72201241,"Broccoli, cooked, from fresh, with mushroom sauce",1111,"Milk, averaged fat, with added vitamin A and D",30.5
72201241,"Broccoli, cooked, from fresh, with mushroom sauce",2047,"Salt, table",0.4
72201241,"Broccoli, cooked, from fresh, with mushroom sauce",6043,"Soup, cream of mushroom, canned, condensed",83.658
72201241,"Broccoli, cooked, from fresh, with mushroom sauce",11091,"Broccoli, cooked, boiled, drained, without salt",156
72201251,"Broccoli, cooked, from fresh, with cream sauce",2047,"Salt, table",0.4
72201251,"Broccoli, cooked, from fresh, with cream sauce",6166,"Sauce, homemade, white, medium",125
72201251,"Broccoli, cooked, from fresh, with cream sauce",11091,"Broccoli, cooked, boiled, drained, without salt",156
72203020,"Broccoli, chinese, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
72203020,"Broccoli, chinese, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
72203020,"Broccoli, chinese, cooked, from fresh, NS as to fat added in cooking",11969,"Broccoli, chinese, cooked",88
72203050,"Broccoli, chinese cooked, from fresh, fat not added in cooking",2047,"Salt, table",1
72203050,"Broccoli, chinese cooked, from fresh, fat not added in cooking",11969,"Broccoli, chinese, cooked",88
72203110,"Broccoli, chinese, cooked, from fresh, fat added in cooking, NS as to type of fat",2047,"Salt, table",1
72203110,"Broccoli, chinese, cooked, from fresh, fat added in cooking, NS as to type of fat",4323,"Table fat, averaged",4.729
72203110,"Broccoli, chinese, cooked, from fresh, fat added in cooking, NS as to type of fat",11969,"Broccoli, chinese, cooked",88
72203120,"Broccoli, chinese, cooked, from fresh, made with oil",2047,"Salt, table",1
72203120,"Broccoli, chinese, cooked, from fresh, made with oil",4322,"Vegetable oil, averaged",4.542
72203120,"Broccoli, chinese, cooked, from fresh, made with oil",11969,"Broccoli, chinese, cooked",88
72203130,"Broccoli, chinese, cooked, from fresh, made with butter",1001,"Butter, salted",4.729
72203130,"Broccoli, chinese, cooked, from fresh, made with butter",2047,"Salt, table",1
72203130,"Broccoli, chinese, cooked, from fresh, made with butter",11969,"Broccoli, chinese, cooked",88
72203140,"Broccoli, chinese, cooked, from fresh, made with margarine",2047,"Salt, table",1
72203140,"Broccoli, chinese, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
72203140,"Broccoli, chinese, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
72203140,"Broccoli, chinese, cooked, from fresh, made with margarine",11969,"Broccoli, chinese, cooked",88
73102201,"Carrots, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
73102201,"Carrots, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
73102201,"Carrots, cooked, from fresh, NS as to fat added in cooking",11125,"Carrots, cooked, boiled, drained, without salt",155.2
73102219,"Carrots, cooked, from fresh, made with margarine",2047,"Salt, table",1
73102219,"Carrots, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
73102219,"Carrots, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
73102219,"Carrots, cooked, from fresh, made with margarine",11125,"Carrots, cooked, boiled, drained, without salt",155.2
73102231,"Carrots, cooked, from fresh, creamed",2047,"Salt, table",0.4
73102231,"Carrots, cooked, from fresh, creamed",6166,"Sauce, homemade, white, medium",125
73102231,"Carrots, cooked, from fresh, creamed",11125,"Carrots, cooked, boiled, drained, without salt",155.2
73102251,"Carrots, cooked, from fresh, with cheese sauce",1164,"Cheese sauce, prepared from recipe",80.992
73102251,"Carrots, cooked, from fresh, with cheese sauce",2047,"Salt, table",0.4
73102251,"Carrots, cooked, from fresh, with cheese sauce",11125,"Carrots, cooked, boiled, drained, without salt",155.2
73111031,"Peas and carrots, from fresh, creamed",2047,"Salt, table",0.4
73111031,"Peas and carrots, from fresh, creamed",6166,"Sauce, homemade, white, medium",125
73111031,"Peas and carrots, from fresh, creamed",11125,"Carrots, cooked, boiled, drained, without salt",77.6
73111031,"Peas and carrots, from fresh, creamed",11305,"Peas, green, cooked, boiled, drained, without salt",80
73111201,"Peas and carrots, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
73111201,"Peas and carrots, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
73111201,"Peas and carrots, cooked, from fresh, NS as to fat added in cooking",11125,"Carrots, cooked, boiled, drained, without salt",77.6
73111201,"Peas and carrots, cooked, from fresh, NS as to fat added in cooking",11305,"Peas, green, cooked, boiled, drained, without salt",80
73111227,"Peas and carrots, cooked, from fresh, made with oil",2047,"Salt, table",1
73111227,"Peas and carrots, cooked, from fresh, made with oil",4322,"Vegetable oil, averaged",4.542
73111227,"Peas and carrots, cooked, from fresh, made with oil",11323,"Peas and carrots, frozen, cooked, boiled, drained, without salt",160
73111228,"Peas and carrots, cooked, from fresh, made with butter",1001,"Butter, salted",4.729
73111228,"Peas and carrots, cooked, from fresh, made with butter",2047,"Salt, table",1
73111228,"Peas and carrots, cooked, from fresh, made with butter",11323,"Peas and carrots, frozen, cooked, boiled, drained, without salt",160
73111229,"Peas and carrots, cooked, from fresh, made with margarine",2047,"Salt, table",1
73111229,"Peas and carrots, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
73111229,"Peas and carrots, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
73111229,"Peas and carrots, cooked, from fresh, made with margarine",11323,"Peas and carrots, frozen, cooked, boiled, drained, without salt",160
73201001,"Pumpkin, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
73201001,"Pumpkin, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
73201001,"Pumpkin, cooked, from fresh, NS as to fat added in cooking",11423,"Pumpkin, cooked, boiled, drained, without salt",245
73201011,"Pumpkin, cooked, from fresh, fat not added in cooking",2047,"Salt, table",1
73201011,"Pumpkin, cooked, from fresh, fat not added in cooking",11423,"Pumpkin, cooked, boiled, drained, without salt",245
73201021,"Pumpkin, cooked, from fresh, fat added in cooking, NS as to type of fat",2047,"Salt, table",1
73201021,"Pumpkin, cooked, from fresh, fat added in cooking, NS as to type of fat",4323,"Table fat, averaged",4.729
73201021,"Pumpkin, cooked, from fresh, fat added in cooking, NS as to type of fat",11423,"Pumpkin, cooked, boiled, drained, without salt",245
73201027,"Pumpkin, cooked, from fresh, made with oil",2047,"Salt, table",1
73201027,"Pumpkin, cooked, from fresh, made with oil",4322,"Vegetable oil, averaged",4.542
73201027,"Pumpkin, cooked, from fresh, made with oil",11423,"Pumpkin, cooked, boiled, drained, without salt",245
73201028,"Pumpkin, cooked, from fresh, made with butter",1001,"Butter, salted",4.729
73201028,"Pumpkin, cooked, from fresh, made with butter",2047,"Salt, table",1
73201028,"Pumpkin, cooked, from fresh, made with butter",11423,"Pumpkin, cooked, boiled, drained, without salt",245
73201029,"Pumpkin, cooked, from fresh, made with margarine",2047,"Salt, table",1
73201029,"Pumpkin, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
73201029,"Pumpkin, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
73201029,"Pumpkin, cooked, from fresh, made with margarine",11423,"Pumpkin, cooked, boiled, drained, without salt",245
74202011,"Tomatoes, from fresh, broiled",2047,"Salt, table",1
74202011,"Tomatoes, from fresh, broiled",11529,"Tomatoes, red, ripe, raw, year round average",180
74202051,"Tomatoes, red, from fresh, fried",1111,"Milk, averaged fat, with added vitamin A and D",14.3
74202051,"Tomatoes, red, from fresh, fried",1123,"Egg, whole, raw, fresh",5.9
74202051,"Tomatoes, red, from fresh, fried",2047,"Salt, table",0.3
74202051,"Tomatoes, red, from fresh, fried",4322,"Vegetable oil, averaged",13.625
74202051,"Tomatoes, red, from fresh, fried",11529,"Tomatoes, red, ripe, raw, year round average",81
74202051,"Tomatoes, red, from fresh, fried",18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",0.6
74202051,"Tomatoes, red, from fresh, fried",20081,"Wheat flour, white, all-purpose, enriched, bleached",10.8
74203011,"Tomatoes, from fresh, scalloped",2047,"Salt, table",6
74203011,"Tomatoes, from fresh, scalloped",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",48.96
74203011,"Tomatoes, from fresh, scalloped",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",8.64
74203011,"Tomatoes, from fresh, scalloped",11282,"Onions, raw",6.667
74203011,"Tomatoes, from fresh, scalloped",11530,"Tomatoes, red, ripe, cooked",793.8
74203011,"Tomatoes, from fresh, scalloped",18069,"Bread, white, commercially prepared (includes soft bread crumbs)",90
74203011,"Tomatoes, from fresh, scalloped",19335,"Sugars, granulated",12.5
74204011,"Tomatoes, from fresh, stewed",2047,"Salt, table",3
74204011,"Tomatoes, from fresh, stewed",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",12.24
74204011,"Tomatoes, from fresh, stewed",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",2.16
74204011,"Tomatoes, from fresh, stewed",11143,"Celery, raw",15
74204011,"Tomatoes, from fresh, stewed",11282,"Onions, raw",3.333
74204011,"Tomatoes, from fresh, stewed",11530,"Tomatoes, red, ripe, cooked",600
74204011,"Tomatoes, from fresh, stewed",18079,"Bread crumbs, dry, grated, plain",35.964
74204011,"Tomatoes, from fresh, stewed",19335,"Sugars, granulated",8.333
74205011,"Tomatoes, green, cooked, from fresh",1111,"Milk, averaged fat, with added vitamin A and D",14.3
74205011,"Tomatoes, green, cooked, from fresh",1123,"Egg, whole, raw, fresh",5.9
74205011,"Tomatoes, green, cooked, from fresh",2047,"Salt, table",0.3
74205011,"Tomatoes, green, cooked, from fresh",4322,"Vegetable oil, averaged",13.625
74205011,"Tomatoes, green, cooked, from fresh",11527,"Tomatoes, green, raw",60
74205011,"Tomatoes, green, cooked, from fresh",18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",0.6
74205011,"Tomatoes, green, cooked, from fresh",20081,"Wheat flour, white, all-purpose, enriched, bleached",10.8
75201001,"Artichoke, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
75201001,"Artichoke, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
75201001,"Artichoke, cooked, from fresh, NS as to fat added in cooking",11008,"Artichokes, (globe or french), cooked, boiled, drained, without salt",168
75201034,"Artichoke, cooked, from fresh, made with oil",2047,"Salt, table",1
75201034,"Artichoke, cooked, from fresh, made with oil",4322,"Vegetable oil, averaged",4.542
75201034,"Artichoke, cooked, from fresh, made with oil",11008,"Artichokes, (globe or french), cooked, boiled, drained, without salt",168
75201035,"Artichoke, cooked, from fresh, made with butter",1001,"Butter, salted",4.729
75201035,"Artichoke, cooked, from fresh, made with butter",2047,"Salt, table",1
75201035,"Artichoke, cooked, from fresh, made with butter",11008,"Artichokes, (globe or french), cooked, boiled, drained, without salt",168
75201036,"Artichoke, cooked, from fresh, made with margarine",2047,"Salt, table",1
75201036,"Artichoke, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
75201036,"Artichoke, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
75201036,"Artichoke, cooked, from fresh, made with margarine",11008,"Artichokes, (globe or french), cooked, boiled, drained, without salt",168
75202001,"Asparagus, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
75202001,"Asparagus, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
75202001,"Asparagus, cooked, from fresh, NS as to fat added in cooking",11012,"Asparagus, cooked, boiled, drained",180
75202029,"Asparagus, cooked, from fresh, made with margarine",2047,"Salt, table",1
75202029,"Asparagus, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
75202029,"Asparagus, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
75202029,"Asparagus, cooked, from fresh, made with margarine",11012,"Asparagus, cooked, boiled, drained",180
75204001,"Beans, lima, immature, cooked, from fresh, NS as to fat added in cooking",2047,"Salt, table",1
75204001,"Beans, lima, immature, cooked, from fresh, NS as to fat added in cooking",4323,"Table fat, averaged",4.729
75204001,"Beans, lima, immature, cooked, from fresh, NS as to fat added in cooking",11032,"Lima beans, immature seeds, cooked, boiled, drained, without salt",170
75204011,"Beans, lima, immature, cooked, from fresh, fat not added in cooking",2047,"Salt, table",1
75204011,"Beans, lima, immature, cooked, from fresh, fat not added in cooking",11032,"Lima beans, immature seeds, cooked, boiled, drained, without salt",170
75204021,"Beans, lima, immature, cooked, from fresh, fat added in cooking, NS as to type of fat",2047,"Salt, table",1
75204021,"Beans, lima, immature, cooked, from fresh, fat added in cooking, NS as to type of fat",4323,"Table fat, averaged",4.729
75204021,"Beans, lima, immature, cooked, from fresh, fat added in cooking, NS as to type of fat",11032,"Lima beans, immature seeds, cooked, boiled, drained, without salt",170
75204027,"Beans, lima, immature, cooked, from fresh, made with oil",2047,"Salt, table",1
75204027,"Beans, lima, immature, cooked, from fresh, made with oil",4322,"Vegetable oil, averaged",4.542
75204027,"Beans, lima, immature, cooked, from fresh, made with oil",11032,"Lima beans, immature seeds, cooked, boiled, drained, without salt",170
75204028,"Beans, lima, immature, cooked, from fresh, made with butter",1001,"Butter, salted",4.729
75204028,"Beans, lima, immature, cooked, from fresh, made with butter",2047,"Salt, table",1
75204028,"Beans, lima, immature, cooked, from fresh, made with butter",11032,"Lima beans, immature seeds, cooked, boiled, drained, without salt",170
75204029,"Beans, lima, immature, cooked, from fresh, made with margarine",2047,"Salt, table",1
75204029,"Beans, lima, immature, cooked, from fresh, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
75204029,"Beans, lima, immature, cooked, from fresh, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
75204029,"Beans, lima, immature, cooked, from fresh, made with margarine",11032,"Lima beans, immature seeds, cooked, boiled, drained, without salt",170
75204963,"Beans, string, cooked, from fresh, NS as to color, made with oil",2047,"Salt, table",1
75204963,"Beans, string, cooked, from fresh, NS as to color, made with oil",4322,"Vegetable oil, averaged",4.542
75204963,"Beans, string, cooked, from fresh, NS as to color, made with oil",11053,"Beans, snap, green, cooked, boiled, drained, without salt",125
75204964,"Beans, string, cooked, from fresh, NS as to color, made with butter",1001,"Butter, salted",4.729
75204964,"Beans, string, cooked, from fresh, NS as to color, made with butter",2047,"Salt, table",1
75204964,"Beans, string, cooked, from fresh, NS as to color, made with butter",11053,"Beans, snap, green, cooked, boiled, drained, without salt",125
75204965,"Beans, string, cooked, from fresh, NS as to color, made with margarine",2047,"Salt, table",1
75204965,"Beans, string, cooked, from fresh, NS as to color, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
75204965,"Beans, string, cooked, from fresh, NS as to color, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.66985
75204965,"Beans, string, cooked, from fresh, NS as to color, made with margarine",11053,"Beans, snap, green, cooked, boiled, drained, without salt",125
75204981,"Beans, string, cooked, from fresh, NS as to color, fat added in cooking, NS as to type of fat",2047,"Salt, table",1
