parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
28143170,"Chicken in cream sauce with noodles and vegetable, frozen meal",6194,"Soup, chicken broth, ready-to-serve",28.21
28143170,"Chicken in cream sauce with noodles and vegetable, frozen meal",11124,"Carrots, raw",10.61
28143170,"Chicken in cream sauce with noodles and vegetable, frozen meal",11143,"Celery, raw",16.61
28143170,"Chicken in cream sauce with noodles and vegetable, frozen meal",11260,"Mushrooms, white, raw",2.4
28143170,"Chicken in cream sauce with noodles and vegetable, frozen meal",11282,"Onions, raw",13.61
28143170,"Chicken in cream sauce with noodles and vegetable, frozen meal",11313,"Peas, green, frozen, cooked, boiled, drained, without salt",13.61
28143170,"Chicken in cream sauce with noodles and vegetable, frozen meal",14429,"Beverages, water, tap, municipal",13.61
28143170,"Chicken in cream sauce with noodles and vegetable, frozen meal",18079,"Bread, crumbs, dry, grated, plain",7.21
28143170,"Chicken in cream sauce with noodles and vegetable, frozen meal",20027,Cornstarch,2.38
28143170,"Chicken in cream sauce with noodles and vegetable, frozen meal",20110,"Noodles, egg, enriched, cooked",120
28143180,"Chicken in butter sauce with potatoes and vegetable, diet frozen meal",1001,"Butter, salted",1
28143180,"Chicken in butter sauce with potatoes and vegetable, diet frozen meal",1151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",1
28143180,"Chicken in butter sauce with potatoes and vegetable, diet frozen meal",2047,"Salt, table, iodized",0.2
28143180,"Chicken in butter sauce with potatoes and vegetable, diet frozen meal",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",150
28143180,"Chicken in butter sauce with potatoes and vegetable, diet frozen meal",6013,"Soup, chicken broth, canned, condensed",3
28143180,"Chicken in butter sauce with potatoes and vegetable, diet frozen meal",11052,"Beans, snap, green, raw",50
28143180,"Chicken in butter sauce with potatoes and vegetable, diet frozen meal",11264,"Mushrooms, canned, drained solids",2
28143180,"Chicken in butter sauce with potatoes and vegetable, diet frozen meal",11378,"Potatoes, mashed, dehydrated, flakes without milk, dry form",10
28143180,"Chicken in butter sauce with potatoes and vegetable, diet frozen meal",14429,"Beverages, water, tap, municipal",40
28143190,"Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal",1001,"Butter, salted",8
28143190,"Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal",2047,"Salt, table, iodized",2
28143190,"Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",60
28143190,"Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal",6043,"Soup, cream of mushroom, canned, condensed",19
28143190,"Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal",11090,"Broccoli, raw",35
28143190,"Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal",11124,"Carrots, raw",35
28143190,"Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal",11821,"Peppers, sweet, red, raw",20
28143190,"Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal",14429,"Beverages, water, tap, municipal",16
28143190,"Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal",20045,"Rice, white, long-grain, regular, enriched, cooked",60
28143190,"Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal",20089,"Wild rice, cooked",27
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",1001,"Butter, salted",0.1
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",2047,"Salt, table, iodized",0.6
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",18
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",11052,"Beans, snap, green, raw",18
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",11156,"Chives, raw",0.6
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",11215,"Garlic, raw",0.5
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",11246,"Leeks, (bulb and lower leaf-portion), raw",0.6
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",11260,"Mushrooms, white, raw",10.7
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",11333,"Peppers, sweet, green, raw",0.6
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",11821,"Peppers, sweet, red, raw",0.6
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",14429,"Beverages, water, tap, municipal",18
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",16123,Soy sauce made from soy and wheat (shoyu),0.6
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",19335,"Sugars, granulated",0.6
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",20027,Cornstarch,10.7
28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",20045,"Rice, white, long-grain, regular, enriched, cooked",18
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",1001,"Butter, salted",3
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",1009,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",4
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",1032,"Cheese, parmesan, grated",0.8
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",1049,"Cream, fluid, half and half",4
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",1056,"Cream, sour, cultured",4
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",56.7
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",2047,"Salt, table, iodized",2
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",4518,"Oil, corn, industrial and retail, all purpose salad or cooking",1
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",4542,"Fat, chicken",1
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",28.35
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",11.34
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",17.01
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",11090,"Broccoli, raw",55
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",11260,"Mushrooms, white, raw",2
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",11282,"Onions, raw",2
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",14429,"Beverages, water, tap, municipal",2
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",20110,"Noodles, egg, enriched, cooked",90
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",20481,"Wheat flour, white, all-purpose, unenriched",1
28145000,"Turkey dinner, NFS, frozen meal",22957,"Turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved",100
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",1001,"Butter, salted",0.2
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",1115,"Whey, sweet, dried",0.1
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",2029,"Spices, parsley, dried",0.1
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",2047,"Salt, table, iodized",0.1340977069
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",4322,"Vegetable oil, averaged",0.1
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",4542,"Fat, chicken",0.2
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",5168,"Turkey, whole, meat only, cooked, roasted",17.1
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",6194,"Soup, chicken broth, ready-to-serve",8.5
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",9298,"Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)",8.5
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",11131,"Carrots, frozen, cooked, boiled, drained, without salt",5.682951147
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",11143,"Celery, raw",2.7
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",11179,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",5.7
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",11283,"Onions, cooked, boiled, drained, without salt",8.5
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",11313,"Peas, green, frozen, cooked, boiled, drained, without salt",5.682951147
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",11424,"Pumpkin, canned, without salt",8.5
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",11529,"Tomatoes, red, ripe, raw, year round average",8.5
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",14429,"Beverages, water, tap, municipal",8.5
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",18069,"Bread, white, commercially prepared (includes soft bread crumbs)",8.5
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",19335,"Sugars, granulated",2.7
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",20027,Cornstarch,0.2
28145110,"Turkey with vegetable, stuffing, diet frozen meal",2020,"Spices, garlic powder",0.2
28145110,"Turkey with vegetable, stuffing, diet frozen meal",2029,"Spices, parsley, dried",0.2
28145110,"Turkey with vegetable, stuffing, diet frozen meal",2047,"Salt, table, iodized",0.2
28145110,"Turkey with vegetable, stuffing, diet frozen meal",4542,"Fat, chicken",0.5
28145110,"Turkey with vegetable, stuffing, diet frozen meal",5220,"Turkey, whole, breast, meat only, cooked, roasted",27.3
28145110,"Turkey with vegetable, stuffing, diet frozen meal",6194,"Soup, chicken broth, ready-to-serve",13.2
28145110,"Turkey with vegetable, stuffing, diet frozen meal",9298,"Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)",3.1
28145110,"Turkey with vegetable, stuffing, diet frozen meal",11061,"Beans, snap, green, frozen, cooked, boiled, drained without salt",13.2
28145110,"Turkey with vegetable, stuffing, diet frozen meal",11131,"Carrots, frozen, cooked, boiled, drained, without salt",13.2
28145110,"Turkey with vegetable, stuffing, diet frozen meal",11143,"Celery, raw",3.1
28145110,"Turkey with vegetable, stuffing, diet frozen meal",11282,"Onions, raw",3.1
28145110,"Turkey with vegetable, stuffing, diet frozen meal",11546,"Tomato products, canned, paste, without salt added (Includes foods for USDA's Food Distribution Program)",3.1
28145110,"Turkey with vegetable, stuffing, diet frozen meal",14429,"Beverages, water, tap, municipal",13.2
28145110,"Turkey with vegetable, stuffing, diet frozen meal",18243,"Croutons, seasoned",3.1
28145110,"Turkey with vegetable, stuffing, diet frozen meal",19335,"Sugars, granulated",0.2
28145110,"Turkey with vegetable, stuffing, diet frozen meal",20027,Cornstarch,3.1
28145210,"Turkey with gravy, dressing, potatoes, vegetable, frozen meal",22957,"Turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved",100
28150220,"Flounder with chopped broccoli, diet frozen meal",1001,"Butter, salted",2.365
28150220,"Flounder with chopped broccoli, diet frozen meal",1032,"Cheese, parmesan, grated",2.083
28150220,"Flounder with chopped broccoli, diet frozen meal",1151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",122.5
28150220,"Flounder with chopped broccoli, diet frozen meal",2047,"Salt, table, iodized",0.7
28150220,"Flounder with chopped broccoli, diet frozen meal",11090,"Broccoli, raw",78
28150220,"Flounder with chopped broccoli, diet frozen meal",15028,"Fish, flatfish (flounder and sole species), raw",113.4
28150220,"Flounder with chopped broccoli, diet frozen meal",18079,"Bread, crumbs, dry, grated, plain",4.5
28150220,"Flounder with chopped broccoli, diet frozen meal",20027,Cornstarch,2.667
28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",1001,"Butter, salted",5.4
28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",2047,"Salt, table, iodized",3.4
28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",4502,"Oil, cottonseed, salad or cooking",7.4
28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",9153,"Lemon juice from concentrate, canned or bottled",3.4
28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",11264,"Mushrooms, canned, drained solids",5.4
28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",11283,"Onions, cooked, boiled, drained, without salt",5.4
28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",11313,"Peas, green, frozen, cooked, boiled, drained, without salt",70
28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",14429,"Beverages, water, tap, municipal",70
28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",15019,"Fish, cod, Pacific, raw (may have been previously frozen)",80
28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",20027,Cornstarch,3.4
28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",20045,"Rice, white, long-grain, regular, enriched, cooked",80
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",1001,"Butter, salted",5.38
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",2003,"Spices, basil, dried",0.35
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",2030,"Spices, pepper, black",0.27
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",2047,"Salt, table, iodized",1
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",9195,"Olives, pickled, canned or bottled, green",4.3
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",11215,"Garlic, raw",1.26
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",11261,"Mushrooms, white, cooked, boiled, drained, without salt",19
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",11283,"Onions, cooked, boiled, drained, without salt",26.25
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",11297,"Parsley, fresh",5.69
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",11334,"Peppers, sweet, green, cooked, boiled, drained, without salt",9.48
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",11529,"Tomatoes, red, ripe, raw, year round average",100
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",14429,"Beverages, water, tap, municipal",3.67
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",15152,"Crustaceans, shrimp, mixed species, canned",28.82
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",15160,"Mollusks, clam, mixed species, canned, drained solids",40.44
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",20121,"Pasta, cooked, enriched, without added salt",75
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",1001,"Butter, salted",2.18
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",2047,"Salt, table, iodized",2.18
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",4518,"Oil, corn, industrial and retail, all purpose salad or cooking",1.56
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",6194,"Soup, chicken broth, ready-to-serve",43.68
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",11093,"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",18.72
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",11131,"Carrots, frozen, cooked, boiled, drained, without salt",43.68
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",11138,"Cauliflower, frozen, cooked, boiled, drained, without salt",18.72
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",11261,"Mushrooms, white, cooked, boiled, drained, without salt",3.12
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",11282,"Onions, raw",2.18
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",11821,"Peppers, sweet, red, raw",6.24
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",14429,"Beverages, water, tap, municipal",2.18
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",14553,"Beverages, Wine, non-alcoholic",18.72
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",15152,"Crustaceans, shrimp, mixed species, canned",43.68
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",19335,"Sugars, granulated",2.18
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",20027,Cornstarch,2.18
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",20121,"Pasta, cooked, enriched, without added salt",102.96
28160300,"Meat loaf dinner, NFS, frozen meal",1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",0.5464480874
28160300,"Meat loaf dinner, NFS, frozen meal",1151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",7.308743169
28160300,"Meat loaf dinner, NFS, frozen meal",2047,"Salt, table, iodized",0.6830601093
28160300,"Meat loaf dinner, NFS, frozen meal",4322,"Vegetable oil, averaged",1.707650273
28160300,"Meat loaf dinner, NFS, frozen meal",4610,"Margarine, regular, 80% fat, composite, stick, with salt",1.707650273
28160300,"Meat loaf dinner, NFS, frozen meal",11052,"Beans, snap, green, raw",25
28160300,"Meat loaf dinner, NFS, frozen meal",11282,"Onions, raw",17.7
28160300,"Meat loaf dinner, NFS, frozen meal",11529,"Tomatoes, red, ripe, raw, year round average",21.4
28160300,"Meat loaf dinner, NFS, frozen meal",11547,"Tomato products, canned, puree, without salt added",8.538251366
28160300,"Meat loaf dinner, NFS, frozen meal",14429,"Beverages, water, tap, municipal",16.12021858
28160300,"Meat loaf dinner, NFS, frozen meal",18079,"Bread, crumbs, dry, grated, plain",6.045081967
28160300,"Meat loaf dinner, NFS, frozen meal",19335,"Sugars, granulated",0.5464480874
28160300,"Meat loaf dinner, NFS, frozen meal",23581,"Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",18.78415301
28160300,"Meat loaf dinner, NFS, frozen meal",31036,"Potatoes, mashed, ready-to-eat",16.12021858
28160310,"Meat loaf with potatoes, vegetable, frozen meal",1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",1.6
28160310,"Meat loaf with potatoes, vegetable, frozen meal",1151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",21.4
28160310,"Meat loaf with potatoes, vegetable, frozen meal",2047,"Salt, table, iodized",2
28160310,"Meat loaf with potatoes, vegetable, frozen meal",4322,"Vegetable oil, averaged",5
28160310,"Meat loaf with potatoes, vegetable, frozen meal",4610,"Margarine, regular, 80% fat, composite, stick, with salt",5
28160310,"Meat loaf with potatoes, vegetable, frozen meal",11052,"Beans, snap, green, raw",25
28160310,"Meat loaf with potatoes, vegetable, frozen meal",11282,"Onions, raw",17.7
28160310,"Meat loaf with potatoes, vegetable, frozen meal",11529,"Tomatoes, red, ripe, raw, year round average",21.4
28160310,"Meat loaf with potatoes, vegetable, frozen meal",11547,"Tomato products, canned, puree, without salt added",25
28160310,"Meat loaf with potatoes, vegetable, frozen meal",14429,"Beverages, water, tap, municipal",47.2
28160310,"Meat loaf with potatoes, vegetable, frozen meal",18079,"Bread, crumbs, dry, grated, plain",17.7
28160310,"Meat loaf with potatoes, vegetable, frozen meal",19335,"Sugars, granulated",1.6
28160310,"Meat loaf with potatoes, vegetable, frozen meal",23581,"Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",55
28160310,"Meat loaf with potatoes, vegetable, frozen meal",31036,"Potatoes, mashed, ready-to-eat",47.2
41480020,"Frozen dessert, non-dairy",4659,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",8
41480020,"Frozen dessert, non-dairy",14091,"Beverages, almond milk, unsweetened, shelf stable",24.32
41480020,"Frozen dessert, non-dairy",14171,"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",4.56
41480020,"Frozen dessert, non-dairy",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",22.8
41480020,"Frozen dessert, non-dairy",19335,"Sugars, granulated",17.28
42303100,"Peanut butter and jelly sandwich, frozen commercial product without crusts",16098,"Peanut butter, smooth style, with salt (Includes foods for USDA's Food Distribution Program)",32
42303100,"Peanut butter and jelly sandwich, frozen commercial product without crusts",18069,"Bread, white, commercially prepared (includes soft bread crumbs)",60
42303100,"Peanut butter and jelly sandwich, frozen commercial product without crusts",19300,Jellies,20
51121035,"Garlic bread, from frozen",18963,"Garlic bread, frozen",100
51121055,"Garlic bread, with parmesan cheese, from frozen",1032,"Cheese, parmesan, grated",2
51121055,"Garlic bread, with parmesan cheese, from frozen",18963,"Garlic bread, frozen",100
51121075,"Garlic bread, with melted cheese, from frozen",1029,"Cheese, mozzarella, low moisture, part-skim",15
51121075,"Garlic bread, with melted cheese, from frozen",18963,"Garlic bread, frozen",100
51184220,"Breadsticks, soft, from frozen",18069,"Bread, white, commercially prepared (includes soft bread crumbs)",40
51184220,"Breadsticks, soft, from frozen",21520,"Fast foods, breadstick, soft, prepared with garlic and parmesan cheese",60
51184240,"Breadsticks, soft, with parmesan cheese, from frozen",18069,"Bread, white, commercially prepared (includes soft bread crumbs)",40
51184240,"Breadsticks, soft, with parmesan cheese, from frozen",21520,"Fast foods, breadstick, soft, prepared with garlic and parmesan cheese",60
54408450,"Pretzels, soft, from frozen, NFS",1003,"Butter oil, anhydrous",0.9765625
54408450,"Pretzels, soft, from frozen, NFS",2047,"Salt, table, iodized",1.3671875
54408450,"Pretzels, soft, from frozen, NFS",25024,"Pretzels, soft, unsalted",97.65625
54408455,"Pretzels, soft, from frozen, salted",2047,"Salt, table, iodized",1.4
54408455,"Pretzels, soft, from frozen, salted",25024,"Pretzels, soft, unsalted",100
54408456,"Pretzels, soft, from frozen, unsalted",25024,"Pretzels, soft, unsalted",100
54408460,"Pretzels, soft, from frozen, cinnamon sugar coated",1003,"Butter oil, anhydrous",5
54408460,"Pretzels, soft, from frozen, cinnamon sugar coated",2010,"Spices, cinnamon, ground",1.953488372
54408460,"Pretzels, soft, from frozen, cinnamon sugar coated",2047,"Salt, table, iodized",0.2
54408460,"Pretzels, soft, from frozen, cinnamon sugar coated",19335,"Sugars, granulated",26.04651163
54408460,"Pretzels, soft, from frozen, cinnamon sugar coated",25024,"Pretzels, soft, unsalted",100
54408462,"Pretzels, soft, from frozen, coated or flavored",1003,"Butter oil, anhydrous",5
54408462,"Pretzels, soft, from frozen, coated or flavored",1032,"Cheese, parmesan, grated",1
54408462,"Pretzels, soft, from frozen, coated or flavored",2047,"Salt, table, iodized",1.8
54408462,"Pretzels, soft, from frozen, coated or flavored",25024,"Pretzels, soft, unsalted",100
54408465,"Pretzels, soft, from frozen, topped with meat",1029,"Cheese, mozzarella, low moisture, part-skim",15
54408465,"Pretzels, soft, from frozen, topped with meat",7057,"Pepperoni, beef and pork, sliced",10
54408465,"Pretzels, soft, from frozen, topped with meat",7089,"Sausage, Italian, pork, mild, cooked, pan-fried",10
54408465,"Pretzels, soft, from frozen, topped with meat",25024,"Pretzels, soft, unsalted",100
54408466,"Pretzels, soft, from frozen, topped with cheese",1029,"Cheese, mozzarella, low moisture, part-skim",15
54408466,"Pretzels, soft, from frozen, topped with cheese",25024,"Pretzels, soft, unsalted",100
55100010,"Pancakes, plain, from frozen",18288,"Pancakes plain, frozen, ready-to-heat (includes buttermilk)",100
55100020,"Pancakes, with fruit, from frozen",9054,"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",5
55100020,"Pancakes, with fruit, from frozen",18288,"Pancakes plain, frozen, ready-to-heat (includes buttermilk)",95
55100025,"Pancakes, with chocolate, from frozen",18288,"Pancakes plain, frozen, ready-to-heat (includes buttermilk)",95
55100025,"Pancakes, with chocolate, from frozen",19120,"Candies, milk chocolate",5
55100030,"Pancakes, whole grain, from frozen",18288,"Pancakes plain, frozen, ready-to-heat (includes buttermilk)",97
55100030,"Pancakes, whole grain, from frozen",20077,"Wheat bran, crude",3
55100035,"Pancakes, whole grain, reduced fat, from frozen",18288,"Pancakes plain, frozen, ready-to-heat (includes buttermilk)",97
55100035,"Pancakes, whole grain, reduced fat, from frozen",20077,"Wheat bran, crude",3
55100040,"Pancakes, gluten free, from frozen",28347,"Pancakes, gluten-free, frozen, ready-to-heat",100
55200020,"Waffle, plain, from frozen",18933,"Waffle, buttermilk, frozen, ready-to-heat, toasted",100
55200030,"Waffle, plain, reduced fat, from frozen",1111,"Milk, averaged fat, with added vitamin A and D",180
55200030,"Waffle, plain, reduced fat, from frozen",1123,"Egg, whole, raw, fresh",25
55200030,"Waffle, plain, reduced fat, from frozen",2047,"Salt, table, iodized",3
55200030,"Waffle, plain, reduced fat, from frozen",4322,"Vegetable oil, averaged",10
55200030,"Waffle, plain, reduced fat, from frozen",20081,"Wheat flour, white, all-purpose, enriched, bleached",140
55200040,"Waffle, fruit, from frozen",9054,"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",5
55200040,"Waffle, fruit, from frozen",18933,"Waffle, buttermilk, frozen, ready-to-heat, toasted",95
55200050,"Waffle, chocolate, from frozen",18933,"Waffle, buttermilk, frozen, ready-to-heat, toasted",95
55200050,"Waffle, chocolate, from frozen",19120,"Candies, milk chocolate",5
55200060,"Waffle, whole grain, from frozen",4322,"Vegetable oil, averaged",5
55200060,"Waffle, whole grain, from frozen",28304,"Waffles, whole wheat, lowfat, frozen, ready-to-heat",95
55200070,"Waffle, whole grain, reduced fat, from frozen",28304,"Waffles, whole wheat, lowfat, frozen, ready-to-heat",100
55200080,"Waffle, whole grain, fruit, from frozen",4322,"Vegetable oil, averaged",5
55200080,"Waffle, whole grain, fruit, from frozen",9054,"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",5
55200080,"Waffle, whole grain, fruit, from frozen",28304,"Waffles, whole wheat, lowfat, frozen, ready-to-heat",95
55200090,"Waffle, gluten free, from frozen",28346,"Waffles, gluten-free, frozen, ready-to-heat",100
55300020,"French toast, plain, from frozen",1111,"Milk, averaged fat, with added vitamin A and D",70
55300020,"French toast, plain, from frozen",1123,"Egg, whole, raw, fresh",45
55300020,"French toast, plain, from frozen",14411,"Beverages, water, tap, drinking",20
55300020,"French toast, plain, from frozen",18069,"Bread, white, commercially prepared (includes soft bread crumbs)",135
55300020,"French toast, plain, from frozen",19335,"Sugars, granulated",15
55300030,"French toast, whole grain, from frozen",1111,"Milk, averaged fat, with added vitamin A and D",70
55300030,"French toast, whole grain, from frozen",1123,"Egg, whole, raw, fresh",45
55300030,"French toast, whole grain, from frozen",14411,"Beverages, water, tap, drinking",20
55300030,"French toast, whole grain, from frozen",18060,"Bread, rye",6.75
55300030,"French toast, whole grain, from frozen",18064,"Bread, wheat",60.75
55300030,"French toast, whole grain, from frozen",18075,"Bread, whole-wheat, commercially prepared",47.25
55300030,"French toast, whole grain, from frozen",18967,"Bread, white wheat",6.75
55300030,"French toast, whole grain, from frozen",19335,"Sugars, granulated",15
55300030,"French toast, whole grain, from frozen",28397,"Bread, multi-grain (includes whole-grain)",13.5
55300040,"French toast, gluten free, from frozen",1111,"Milk, averaged fat, with added vitamin A and D",70
55300040,"French toast, gluten free, from frozen",1123,"Egg, whole, raw, fresh",45
55300040,"French toast, gluten free, from frozen",14411,"Beverages, water, tap, drinking",20
55300040,"French toast, gluten free, from frozen",19335,"Sugars, granulated",15
55300040,"French toast, gluten free, from frozen",28337,"Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca",135
55301031,"French toast sticks, plain, from frozen",1111,"Milk, averaged fat, with added vitamin A and D",65
55301031,"French toast sticks, plain, from frozen",1123,"Egg, whole, raw, fresh",10
